,lgID,teamID,franchID,name
0,,BS1,BNA,Boston Red Stockings
1,,CH1,CNA,Chicago White Stockings
2,,CL1,CFC,Cleveland Forest Citys
3,,FW1,KEK,Fort Wayne Kekiongas
4,,NY2,NNA,New York Mutuals
5,,PH1,PNA,Philadelphia Athletics
6,,RC1,ROK,Rockford Forest Citys
7,,TRO,TRO,Troy Haymakers
8,,WS3,OLY,Washington Olympics
9,,BL1,BLC,Baltimore Canaries
10,,BR1,ECK,Brooklyn Eckfords
11,,BR2,BRA,Brooklyn Atlantics
12,,BS1,BNA,Boston Red Stockings
13,,CL1,CFC,Cleveland Forest Citys
14,,MID,MAN,Middletown Mansfields
15,,NY2,NNA,New York Mutuals
16,,PH1,PNA,Philadelphia Athletics
17,,TRO,TRO,Troy Haymakers
18,,WS3,OLY,Washington Olympics
19,,WS4,NAT,Washington Nationals
20,,BL1,BLC,Baltimore Canaries
21,,BL4,MAR,Baltimore Marylands
22,,BR2,BRA,Brooklyn Atlantics
23,,BS1,BNA,Boston Red Stockings
24,,ELI,RES,Elizabeth Resolutes
25,,NY2,NNA,New York Mutuals
26,,PH1,PNA,Philadelphia Athletics
27,,PH2,PWS,Philadelphia Whites
28,,WS5,WBL,Washington Blue Legs
29,,BL1,BLC,Baltimore Canaries
30,,BR2,BRA,Brooklyn Atlantics
31,,BS1,BNA,Boston Red Stockings
32,,CH2,CNA,Chicago White Stockings
33,,HR1,HNA,Hartford Dark Blues
34,,NY2,NNA,New York Mutuals
35,,PH1,PNA,Philadelphia Athletics
36,,PH2,PWS,Philadelphia Whites
37,,BR2,BRA,Brooklyn Atlantics
38,,BS1,BNA,Boston Red Stockings
39,,CH2,CNA,Chicago White Stockings
40,,HR1,HNA,Hartford Dark Blues
41,,KEO,WES,Keokuk Westerns
42,,NH1,NHV,New Haven Elm Citys
43,,NY2,NNA,New York Mutuals
44,,PH1,PNA,Philadelphia Athletics
45,,PH2,PWS,Philadelphia Whites
46,,PH3,CEN,Philadelphia Centennials
47,,SL1,SLR,St. Louis Red Stockings
48,,SL2,SNA,St. Louis Brown Stockings
49,,WS6,WNT,Washington Nationals
50,NL,BSN,ATL,Boston Red Caps
51,NL,CHN,CHC,Chicago White Stockings
52,NL,CN1,CNR,Cincinnati Reds
53,NL,HAR,HAR,Hartford Dark Blues
54,NL,LS1,LGR,Louisville Grays
55,NL,NY3,NYU,New York Mutuals
56,NL,PHN,ATH,Philadelphia Athletics
57,NL,SL3,SBS,St. Louis Brown Stockings
58,NL,BSN,ATL,Boston Red Caps
59,NL,CHN,CHC,Chicago White Stockings
60,NL,CN1,CNR,Cincinnati Reds
61,NL,HAR,HAR,Hartford Dark Blues
62,NL,LS1,LGR,Louisville Grays
63,NL,SL3,SBS,St. Louis Brown Stockings
64,NL,BSN,ATL,Boston Red Caps
65,NL,CHN,CHC,Chicago White Stockings
66,NL,CN1,CNR,Cincinnati Reds
67,NL,IN1,IBL,Indianapolis Blues
68,NL,ML2,MLG,Milwaukee Grays
69,NL,PRO,PRO,Providence Grays
70,NL,BFN,BUF,Buffalo Bisons
71,NL,BSN,ATL,Boston Red Caps
72,NL,CHN,CHC,Chicago White Stockings
73,NL,CL2,CBL,Cleveland Blues
74,NL,CN1,CNR,Cincinnati Reds
75,NL,PRO,PRO,Providence Grays
76,NL,SR1,SYR,Syracuse Stars
77,NL,TRN,TRT,Troy Trojans
78,NL,BFN,BUF,Buffalo Bisons
79,NL,BSN,ATL,Boston Red Caps
80,NL,CHN,CHC,Chicago White Stockings
81,NL,CL2,CBL,Cleveland Blues
82,NL,CN1,CNR,Cincinnati Reds
83,NL,PRO,PRO,Providence Grays
84,NL,TRN,TRT,Troy Trojans
85,NL,WOR,WOR,Worcester Ruby Legs
86,NL,BFN,BUF,Buffalo Bisons
87,NL,BSN,ATL,Boston Red Caps
88,NL,CHN,CHC,Chicago White Stockings
89,NL,CL2,CBL,Cleveland Blues
90,NL,DTN,DTN,Detroit Wolverines
91,NL,PRO,PRO,Providence Grays
92,NL,TRN,TRT,Troy Trojans
93,NL,WOR,WOR,Worcester Ruby Legs
94,AA,BL2,BLO,Baltimore Orioles
95,AA,CN2,CIN,Cincinnati Red Stockings
96,AA,LS2,LOU,Louisville Eclipse
97,AA,PH4,PHA,Philadelphia Athletics
98,AA,PT1,PIT,Pittsburg Alleghenys
99,AA,SL4,STL,St. Louis Brown Stockings
100,NL,BFN,BUF,Buffalo Bisons
101,NL,BSN,ATL,Boston Red Caps
102,NL,CHN,CHC,Chicago White Stockings
103,NL,CL2,CBL,Cleveland Blues
104,NL,DTN,DTN,Detroit Wolverines
105,NL,PRO,PRO,Providence Grays
106,NL,TRN,TRT,Troy Trojans
107,NL,WOR,WOR,Worcester Ruby Legs
108,AA,BL2,BLO,Baltimore Orioles
109,AA,CL5,CBK,Columbus Buckeyes
110,AA,CN2,CIN,Cincinnati Red Stockings
111,AA,LS2,LOU,Louisville Eclipse
112,AA,NY4,NYP,New York Metropolitans
113,AA,PH4,PHA,Philadelphia Athletics
114,AA,PT1,PIT,Pittsburg Alleghenys
115,AA,SL4,STL,St. Louis Browns
116,NL,BFN,BUF,Buffalo Bisons
117,NL,BSN,ATL,Boston Beaneaters
118,NL,CHN,CHC,Chicago White Stockings
119,NL,CL2,CBL,Cleveland Blues
120,NL,DTN,DTN,Detroit Wolverines
121,NL,NY1,SFG,New York Gothams
122,NL,PHI,PHI,Philadelphia Quakers
123,NL,PRO,PRO,Providence Grays
124,AA,BL2,BLO,Baltimore Orioles
125,AA,BR3,LAD,Brooklyn Atlantics
126,AA,CL5,CBK,Columbus Buckeyes
127,AA,CN2,CIN,Cincinnati Red Stockings
128,AA,IN2,IHO,Indianapolis Hoosiers
129,AA,LS2,LOU,Louisville Eclipse
130,AA,NY4,NYP,New York Metropolitans
131,AA,PH4,PHA,Philadelphia Athletics
132,AA,PT1,PIT,Pittsburg Alleghenys
133,AA,RIC,RIC,Richmond Virginians
134,AA,SL4,STL,St. Louis Browns
135,AA,TL1,TOL,Toledo Blue Stockings
136,AA,WS7,WST,Washington Nationals
137,NL,BFN,BUF,Buffalo Bisons
138,NL,BSN,ATL,Boston Beaneaters
139,NL,CHN,CHC,Chicago White Stockings
140,NL,CL2,CBL,Cleveland Blues
141,NL,DTN,DTN,Detroit Wolverines
142,NL,NY1,SFG,New York Gothams
143,NL,PHI,PHI,Philadelphia Quakers
144,NL,PRO,PRO,Providence Grays
145,UA,ALT,ALT,Altoona Mountain City
146,UA,BLU,BLU,Baltimore Monumentals
147,UA,BSU,BRD,Boston Reds
148,UA,CHU,CPI,Chicago/Pittsburgh (Union League)
149,UA,CNU,COR,Cincinnati Outlaw Reds
150,UA,KCU,KCU,Kansas City Cowboys
151,UA,MLU,MLU,Milwaukee Brewers
152,UA,PHU,PHK,Philadelphia Keystones
153,UA,SLU,SLM,St. Louis Maroons
154,UA,SPU,STP,St. Paul White Caps
155,UA,WIL,WIL,Wilmington Quicksteps
156,UA,WSU,WNA,Washington Nationals
157,AA,BL2,BLO,Baltimore Orioles
158,AA,BR3,LAD,Brooklyn Grays
159,AA,CN2,CIN,Cincinnati Red Stockings
160,AA,LS2,LOU,Louisville Colonels
161,AA,NY4,NYP,New York Metropolitans
162,AA,PH4,PHA,Philadelphia Athletics
163,AA,PT1,PIT,Pittsburg Alleghenys
164,AA,SL4,STL,St. Louis Browns
165,NL,BFN,BUF,Buffalo Bisons
166,NL,BSN,ATL,Boston Beaneaters
167,NL,CHN,CHC,Chicago White Stockings
168,NL,DTN,DTN,Detroit Wolverines
169,NL,NY1,SFG,New York Giants
170,NL,PHI,PHI,Philadelphia Quakers
171,NL,PRO,PRO,Providence Grays
172,NL,SL5,SLM,St. Louis Maroons
173,AA,BL2,BLO,Baltimore Orioles
174,AA,BR3,LAD,Brooklyn Grays
175,AA,CN2,CIN,Cincinnati Red Stockings
176,AA,LS2,LOU,Louisville Colonels
177,AA,NY4,NYP,New York Metropolitans
178,AA,PH4,PHA,Philadelphia Athletics
179,AA,PT1,PIT,Pittsburg Alleghenys
180,AA,SL4,STL,St. Louis Browns
181,NL,BSN,ATL,Boston Beaneaters
182,NL,CHN,CHC,Chicago White Stockings
183,NL,DTN,DTN,Detroit Wolverines
184,NL,KCN,KCN,Kansas City Cowboys
185,NL,NY1,SFG,New York Giants
186,NL,PHI,PHI,Philadelphia Quakers
187,NL,SL5,SLM,St. Louis Maroons
188,NL,WS8,WNL,Washington Nationals
189,AA,BL2,BLO,Baltimore Orioles
190,AA,BR3,LAD,Brooklyn Grays
191,AA,CL3,CLV,Cleveland Blues
192,AA,CN2,CIN,Cincinnati Red Stockings
193,AA,LS2,LOU,Louisville Colonels
194,AA,NY4,NYP,New York Metropolitans
195,AA,PH4,PHA,Philadelphia Athletics
196,AA,SL4,STL,St. Louis Browns
197,NL,BSN,ATL,Boston Beaneaters
198,NL,CHN,CHC,Chicago White Stockings
199,NL,DTN,DTN,Detroit Wolverines
200,NL,IN3,IND,Indianapolis Hoosiers
201,NL,NY1,SFG,New York Giants
202,NL,PHI,PHI,Philadelphia Quakers
203,NL,PIT,PIT,Pittsburg Alleghenys
204,NL,WS8,WNL,Washington Nationals
205,AA,BL2,BLO,Baltimore Orioles
206,AA,BR3,LAD,Brooklyn Bridegrooms
207,AA,CL3,CLV,Cleveland Blues
208,AA,CN2,CIN,Cincinnati Red Stockings
209,AA,KC2,KCC,Kansas City Cowboys
210,AA,LS2,LOU,Louisville Colonels
211,AA,PH4,PHA,Philadelphia Athletics
212,AA,SL4,STL,St. Louis Browns
213,NL,BSN,ATL,Boston Beaneaters
214,NL,CHN,CHC,Chicago White Stockings
215,NL,DTN,DTN,Detroit Wolverines
216,NL,IN3,IND,Indianapolis Hoosiers
217,NL,NY1,SFG,New York Giants
218,NL,PHI,PHI,Philadelphia Quakers
219,NL,PIT,PIT,Pittsburg Alleghenys
220,NL,WS8,WNL,Washington Nationals
221,AA,BL2,BLO,Baltimore Orioles
222,AA,BR3,LAD,Brooklyn Bridegrooms
223,AA,CL6,CLS,Columbus Solons
224,AA,CN2,CIN,Cincinnati Red Stockings
225,AA,KC2,KCC,Kansas City Cowboys
226,AA,LS2,LOU,Louisville Colonels
227,AA,PH4,PHA,Philadelphia Athletics
228,AA,SL4,STL,St. Louis Browns
229,NL,BSN,ATL,Boston Beaneaters
230,NL,CHN,CHC,Chicago White Stockings
231,NL,CL4,CLV,Cleveland Spiders
232,NL,IN3,IND,Indianapolis Hoosiers
233,NL,NY1,SFG,New York Giants
234,NL,PHI,PHI,Philadelphia Quakers
235,NL,PIT,PIT,Pittsburg Alleghenys
236,NL,WS8,WNL,Washington Nationals
237,AA,BL3,BLO,Baltimore Orioles
238,AA,BR4,BRG,Brooklyn Gladiators
239,AA,CL6,CLS,Columbus Solons
240,AA,LS2,LOU,Louisville Colonels
241,AA,PH4,PHA,Philadelphia Athletics
242,AA,RC2,ROC,Rochester Broncos
243,AA,SL4,STL,St. Louis Browns
244,AA,SR2,SYS,Syracuse Stars
245,AA,TL2,TLM,Toledo Maumees
246,NL,BRO,LAD,Brooklyn Bridegrooms
247,NL,BSN,ATL,Boston Beaneaters
248,NL,CHN,CHC,Chicago Colts
249,NL,CIN,CIN,Cincinnati Reds
250,NL,CL4,CLV,Cleveland Spiders
251,NL,NY1,SFG,New York Giants
252,NL,PHI,PHI,Philadelphia Phillies
253,NL,PIT,PIT,Pittsburg Alleghenys
254,PL,BFP,BFB,Buffalo Bisons
255,PL,BRP,BWW,Brooklyn Ward's Wonders
256,PL,BSP,BRS,Boston Reds
257,PL,CHP,CHP,Chicago Pirates
258,PL,CLP,CLI,Cleveland Infants
259,PL,NYP,NYI,New York Giants
260,PL,PHP,PHQ,Philadelphia Athletics
261,PL,PTP,PBB,Pittsburgh Burghers
262,AA,BL3,BLO,Baltimore Orioles
263,AA,BS2,BRS,Boston Reds
264,AA,CL6,CLS,Columbus Solons
265,AA,CN3,CKK,Cincinnati Kelly's Killers
266,AA,LS2,LOU,Louisville Colonels
267,AA,ML3,MLA,Milwaukee Brewers
268,AA,PH4,PHQ,Philadelphia Athletics
269,AA,SL4,STL,St. Louis Browns
270,AA,WS9,WAS,Washington Statesmen
271,NL,BRO,LAD,Brooklyn Grooms
272,NL,BSN,ATL,Boston Beaneaters
273,NL,CHN,CHC,Chicago Colts
274,NL,CIN,CIN,Cincinnati Reds
275,NL,CL4,CLV,Cleveland Spiders
276,NL,NY1,SFG,New York Giants
277,NL,PHI,PHI,Philadelphia Phillies
278,NL,PIT,PIT,Pittsburgh Pirates
279,NL,BLN,BLO,Baltimore Orioles
280,NL,BRO,LAD,Brooklyn Grooms
281,NL,BSN,ATL,Boston Beaneaters
282,NL,CHN,CHC,Chicago Colts
283,NL,CIN,CIN,Cincinnati Reds
284,NL,CL4,CLV,Cleveland Spiders
285,NL,LS3,LOU,Louisville Colonels
286,NL,NY1,SFG,New York Giants
287,NL,PHI,PHI,Philadelphia Phillies
288,NL,PIT,PIT,Pittsburgh Pirates
289,NL,SLN,STL,St. Louis Browns
290,NL,WAS,WAS,Washington Senators
291,NL,BLN,BLO,Baltimore Orioles
292,NL,BRO,LAD,Brooklyn Grooms
293,NL,BSN,ATL,Boston Beaneaters
294,NL,CHN,CHC,Chicago Colts
295,NL,CIN,CIN,Cincinnati Reds
296,NL,CL4,CLV,Cleveland Spiders
297,NL,LS3,LOU,Louisville Colonels
298,NL,NY1,SFG,New York Giants
299,NL,PHI,PHI,Philadelphia Phillies
300,NL,PIT,PIT,Pittsburgh Pirates
301,NL,SLN,STL,St. Louis Browns
302,NL,WAS,WAS,Washington Senators
303,NL,BLN,BLO,Baltimore Orioles
304,NL,BRO,LAD,Brooklyn Grooms
305,NL,BSN,ATL,Boston Beaneaters
306,NL,CHN,CHC,Chicago Colts
307,NL,CIN,CIN,Cincinnati Reds
308,NL,CL4,CLV,Cleveland Spiders
309,NL,LS3,LOU,Louisville Colonels
310,NL,NY1,SFG,New York Giants
311,NL,PHI,PHI,Philadelphia Phillies
312,NL,PIT,PIT,Pittsburgh Pirates
313,NL,SLN,STL,St. Louis Browns
314,NL,WAS,WAS,Washington Senators
315,NL,BLN,BLO,Baltimore Orioles
316,NL,BRO,LAD,Brooklyn Grooms
317,NL,BSN,ATL,Boston Beaneaters
318,NL,CHN,CHC,Chicago Colts
319,NL,CIN,CIN,Cincinnati Reds
320,NL,CL4,CLV,Cleveland Spiders
321,NL,LS3,LOU,Louisville Colonels
322,NL,NY1,SFG,New York Giants
323,NL,PHI,PHI,Philadelphia Phillies
324,NL,PIT,PIT,Pittsburgh Pirates
325,NL,SLN,STL,St. Louis Browns
326,NL,WAS,WAS,Washington Senators
327,NL,BLN,BLO,Baltimore Orioles
328,NL,BRO,LAD,Brooklyn Bridegrooms
329,NL,BSN,ATL,Boston Beaneaters
330,NL,CHN,CHC,Chicago Colts
331,NL,CIN,CIN,Cincinnati Reds
332,NL,CL4,CLV,Cleveland Spiders
333,NL,LS3,LOU,Louisville Colonels
334,NL,NY1,SFG,New York Giants
335,NL,PHI,PHI,Philadelphia Phillies
336,NL,PIT,PIT,Pittsburgh Pirates
337,NL,SLN,STL,St. Louis Browns
338,NL,WAS,WAS,Washington Senators
339,NL,BLN,BLO,Baltimore Orioles
340,NL,BRO,LAD,Brooklyn Bridegrooms
341,NL,BSN,ATL,Boston Beaneaters
342,NL,CHN,CHC,Chicago Colts
343,NL,CIN,CIN,Cincinnati Reds
344,NL,CL4,CLV,Cleveland Spiders
345,NL,LS3,LOU,Louisville Colonels
346,NL,NY1,SFG,New York Giants
347,NL,PHI,PHI,Philadelphia Phillies
348,NL,PIT,PIT,Pittsburgh Pirates
349,NL,SLN,STL,St. Louis Browns
350,NL,WAS,WAS,Washington Senators
351,NL,BLN,BLO,Baltimore Orioles
352,NL,BRO,LAD,Brooklyn Bridegrooms
353,NL,BSN,ATL,Boston Beaneaters
354,NL,CHN,CHC,Chicago Orphans
355,NL,CIN,CIN,Cincinnati Reds
356,NL,CL4,CLV,Cleveland Spiders
357,NL,LS3,LOU,Louisville Colonels
358,NL,NY1,SFG,New York Giants
359,NL,PHI,PHI,Philadelphia Phillies
360,NL,PIT,PIT,Pittsburgh Pirates
361,NL,SLN,STL,St. Louis Browns
362,NL,WAS,WAS,Washington Senators
363,NL,BLN,BLO,Baltimore Orioles
364,NL,BRO,LAD,Brooklyn Superbas
365,NL,BSN,ATL,Boston Beaneaters
366,NL,CHN,CHC,Chicago Orphans
367,NL,CIN,CIN,Cincinnati Reds
368,NL,CL4,CLV,Cleveland Spiders
369,NL,LS3,LOU,Louisville Colonels
370,NL,NY1,SFG,New York Giants
371,NL,PHI,PHI,Philadelphia Phillies
372,NL,PIT,PIT,Pittsburgh Pirates
373,NL,SLN,STL,St. Louis Perfectos
374,NL,WAS,WAS,Washington Senators
375,NL,BRO,LAD,Brooklyn Superbas
376,NL,BSN,ATL,Boston Beaneaters
377,NL,CHN,CHC,Chicago Orphans
378,NL,CIN,CIN,Cincinnati Reds
379,NL,NY1,SFG,New York Giants
380,NL,PHI,PHI,Philadelphia Phillies
381,NL,PIT,PIT,Pittsburgh Pirates
382,NL,SLN,STL,St. Louis Cardinals
383,AL,BLA,NYY,Baltimore Orioles
384,AL,BOS,BOS,Boston Americans
385,AL,CHA,CHW,Chicago White Sox
386,AL,CLE,CLE,Cleveland Blues
387,AL,DET,DET,Detroit Tigers
388,AL,MLA,BAL,Milwaukee Brewers
389,AL,PHA,OAK,Philadelphia Athletics
390,AL,WS1,MIN,Washington Senators
391,NL,BRO,LAD,Brooklyn Superbas
392,NL,BSN,ATL,Boston Beaneaters
393,NL,CHN,CHC,Chicago Orphans
394,NL,CIN,CIN,Cincinnati Reds
395,NL,NY1,SFG,New York Giants
396,NL,PHI,PHI,Philadelphia Phillies
397,NL,PIT,PIT,Pittsburgh Pirates
398,NL,SLN,STL,St. Louis Cardinals
399,AL,BLA,NYY,Baltimore Orioles
400,AL,BOS,BOS,Boston Americans
401,AL,CHA,CHW,Chicago White Sox
402,AL,CLE,CLE,Cleveland Bronchos
403,AL,DET,DET,Detroit Tigers
404,AL,PHA,OAK,Philadelphia Athletics
405,AL,SLA,BAL,St. Louis Browns
406,AL,WS1,MIN,Washington Senators
407,NL,BRO,LAD,Brooklyn Superbas
408,NL,BSN,ATL,Boston Beaneaters
409,NL,CHN,CHC,Chicago Orphans
410,NL,CIN,CIN,Cincinnati Reds
411,NL,NY1,SFG,New York Giants
412,NL,PHI,PHI,Philadelphia Phillies
413,NL,PIT,PIT,Pittsburgh Pirates
414,NL,SLN,STL,St. Louis Cardinals
415,AL,BOS,BOS,Boston Americans
416,AL,CHA,CHW,Chicago White Sox
417,AL,CLE,CLE,Cleveland Naps
418,AL,DET,DET,Detroit Tigers
419,AL,NYA,NYY,New York Highlanders
420,AL,PHA,OAK,Philadelphia Athletics
421,AL,SLA,BAL,St. Louis Browns
422,AL,WS1,MIN,Washington Senators
423,NL,BRO,LAD,Brooklyn Superbas
424,NL,BSN,ATL,Boston Beaneaters
425,NL,CHN,CHC,Chicago Cubs
426,NL,CIN,CIN,Cincinnati Reds
427,NL,NY1,SFG,New York Giants
428,NL,PHI,PHI,Philadelphia Phillies
429,NL,PIT,PIT,Pittsburgh Pirates
430,NL,SLN,STL,St. Louis Cardinals
431,AL,BOS,BOS,Boston Americans
432,AL,CHA,CHW,Chicago White Sox
433,AL,CLE,CLE,Cleveland Naps
434,AL,DET,DET,Detroit Tigers
435,AL,NYA,NYY,New York Highlanders
436,AL,PHA,OAK,Philadelphia Athletics
437,AL,SLA,BAL,St. Louis Browns
438,AL,WS1,MIN,Washington Senators
439,NL,BRO,LAD,Brooklyn Superbas
440,NL,BSN,ATL,Boston Beaneaters
441,NL,CHN,CHC,Chicago Cubs
442,NL,CIN,CIN,Cincinnati Reds
443,NL,NY1,SFG,New York Giants
444,NL,PHI,PHI,Philadelphia Phillies
445,NL,PIT,PIT,Pittsburgh Pirates
446,NL,SLN,STL,St. Louis Cardinals
447,AL,BOS,BOS,Boston Americans
448,AL,CHA,CHW,Chicago White Sox
449,AL,CLE,CLE,Cleveland Naps
450,AL,DET,DET,Detroit Tigers
451,AL,NYA,NYY,New York Highlanders
452,AL,PHA,OAK,Philadelphia Athletics
453,AL,SLA,BAL,St. Louis Browns
454,AL,WS1,MIN,Washington Senators
455,NL,BRO,LAD,Brooklyn Superbas
456,NL,BSN,ATL,Boston Beaneaters
457,NL,CHN,CHC,Chicago Cubs
458,NL,CIN,CIN,Cincinnati Reds
459,NL,NY1,SFG,New York Giants
460,NL,PHI,PHI,Philadelphia Phillies
461,NL,PIT,PIT,Pittsburgh Pirates
462,NL,SLN,STL,St. Louis Cardinals
463,AL,BOS,BOS,Boston Americans
464,AL,CHA,CHW,Chicago White Sox
465,AL,CLE,CLE,Cleveland Naps
466,AL,DET,DET,Detroit Tigers
467,AL,NYA,NYY,New York Highlanders
468,AL,PHA,OAK,Philadelphia Athletics
469,AL,SLA,BAL,St. Louis Browns
470,AL,WS1,MIN,Washington Senators
471,NL,BRO,LAD,Brooklyn Superbas
472,NL,BSN,ATL,Boston Beaneaters
473,NL,CHN,CHC,Chicago Cubs
474,NL,CIN,CIN,Cincinnati Reds
475,NL,NY1,SFG,New York Giants
476,NL,PHI,PHI,Philadelphia Phillies
477,NL,PIT,PIT,Pittsburgh Pirates
478,NL,SLN,STL,St. Louis Cardinals
479,AL,BOS,BOS,Boston Americans
480,AL,CHA,CHW,Chicago White Sox
481,AL,CLE,CLE,Cleveland Naps
482,AL,DET,DET,Detroit Tigers
483,AL,NYA,NYY,New York Highlanders
484,AL,PHA,OAK,Philadelphia Athletics
485,AL,SLA,BAL,St. Louis Browns
486,AL,WS1,MIN,Washington Senators
487,NL,BRO,LAD,Brooklyn Superbas
488,NL,BSN,ATL,Boston Doves
489,NL,CHN,CHC,Chicago Cubs
490,NL,CIN,CIN,Cincinnati Reds
491,NL,NY1,SFG,New York Giants
492,NL,PHI,PHI,Philadelphia Phillies
493,NL,PIT,PIT,Pittsburgh Pirates
494,NL,SLN,STL,St. Louis Cardinals
495,AL,BOS,BOS,Boston Red Sox
496,AL,CHA,CHW,Chicago White Sox
497,AL,CLE,CLE,Cleveland Naps
498,AL,DET,DET,Detroit Tigers
499,AL,NYA,NYY,New York Highlanders
500,AL,PHA,OAK,Philadelphia Athletics
501,AL,SLA,BAL,St. Louis Browns
502,AL,WS1,MIN,Washington Senators
503,NL,BRO,LAD,Brooklyn Superbas
504,NL,BSN,ATL,Boston Doves
505,NL,CHN,CHC,Chicago Cubs
506,NL,CIN,CIN,Cincinnati Reds
507,NL,NY1,SFG,New York Giants
508,NL,PHI,PHI,Philadelphia Phillies
509,NL,PIT,PIT,Pittsburgh Pirates
510,NL,SLN,STL,St. Louis Cardinals
511,AL,BOS,BOS,Boston Red Sox
512,AL,CHA,CHW,Chicago White Sox
513,AL,CLE,CLE,Cleveland Naps
514,AL,DET,DET,Detroit Tigers
515,AL,NYA,NYY,New York Highlanders
516,AL,PHA,OAK,Philadelphia Athletics
517,AL,SLA,BAL,St. Louis Browns
518,AL,WS1,MIN,Washington Senators
519,NL,BRO,LAD,Brooklyn Superbas
520,NL,BSN,ATL,Boston Doves
521,NL,CHN,CHC,Chicago Cubs
522,NL,CIN,CIN,Cincinnati Reds
523,NL,NY1,SFG,New York Giants
524,NL,PHI,PHI,Philadelphia Phillies
525,NL,PIT,PIT,Pittsburgh Pirates
526,NL,SLN,STL,St. Louis Cardinals
527,AL,BOS,BOS,Boston Red Sox
528,AL,CHA,CHW,Chicago White Sox
529,AL,CLE,CLE,Cleveland Naps
530,AL,DET,DET,Detroit Tigers
531,AL,NYA,NYY,New York Highlanders
532,AL,PHA,OAK,Philadelphia Athletics
533,AL,SLA,BAL,St. Louis Browns
534,AL,WS1,MIN,Washington Senators
535,NL,BRO,LAD,Brooklyn Superbas
536,NL,BSN,ATL,Boston Doves
537,NL,CHN,CHC,Chicago Cubs
538,NL,CIN,CIN,Cincinnati Reds
539,NL,NY1,SFG,New York Giants
540,NL,PHI,PHI,Philadelphia Phillies
541,NL,PIT,PIT,Pittsburgh Pirates
542,NL,SLN,STL,St. Louis Cardinals
543,AL,BOS,BOS,Boston Red Sox
544,AL,CHA,CHW,Chicago White Sox
545,AL,CLE,CLE,Cleveland Naps
546,AL,DET,DET,Detroit Tigers
547,AL,NYA,NYY,New York Highlanders
548,AL,PHA,OAK,Philadelphia Athletics
549,AL,SLA,BAL,St. Louis Browns
550,AL,WS1,MIN,Washington Senators
551,NL,BRO,LAD,Brooklyn Dodgers
552,NL,BSN,ATL,Boston Rustlers
553,NL,CHN,CHC,Chicago Cubs
554,NL,CIN,CIN,Cincinnati Reds
555,NL,NY1,SFG,New York Giants
556,NL,PHI,PHI,Philadelphia Phillies
557,NL,PIT,PIT,Pittsburgh Pirates
558,NL,SLN,STL,St. Louis Cardinals
559,AL,BOS,BOS,Boston Red Sox
560,AL,CHA,CHW,Chicago White Sox
561,AL,CLE,CLE,Cleveland Naps
562,AL,DET,DET,Detroit Tigers
563,AL,NYA,NYY,New York Highlanders
564,AL,PHA,OAK,Philadelphia Athletics
565,AL,SLA,BAL,St. Louis Browns
566,AL,WS1,MIN,Washington Senators
567,NL,BRO,LAD,Brooklyn Dodgers
568,NL,BSN,ATL,Boston Braves
569,NL,CHN,CHC,Chicago Cubs
570,NL,CIN,CIN,Cincinnati Reds
571,NL,NY1,SFG,New York Giants
572,NL,PHI,PHI,Philadelphia Phillies
573,NL,PIT,PIT,Pittsburgh Pirates
574,NL,SLN,STL,St. Louis Cardinals
575,AL,BOS,BOS,Boston Red Sox
576,AL,CHA,CHW,Chicago White Sox
577,AL,CLE,CLE,Cleveland Naps
578,AL,DET,DET,Detroit Tigers
579,AL,NYA,NYY,New York Yankees
580,AL,PHA,OAK,Philadelphia Athletics
581,AL,SLA,BAL,St. Louis Browns
582,AL,WS1,MIN,Washington Senators
583,NL,BRO,LAD,Brooklyn Superbas
584,NL,BSN,ATL,Boston Braves
585,NL,CHN,CHC,Chicago Cubs
586,NL,CIN,CIN,Cincinnati Reds
587,NL,NY1,SFG,New York Giants
588,NL,PHI,PHI,Philadelphia Phillies
589,NL,PIT,PIT,Pittsburgh Pirates
590,NL,SLN,STL,St. Louis Cardinals
591,AL,BOS,BOS,Boston Red Sox
592,AL,CHA,CHW,Chicago White Sox
593,AL,CLE,CLE,Cleveland Naps
594,AL,DET,DET,Detroit Tigers
595,AL,NYA,NYY,New York Yankees
596,AL,PHA,OAK,Philadelphia Athletics
597,AL,SLA,BAL,St. Louis Browns
598,AL,WS1,MIN,Washington Senators
599,FL,BLF,BLT,Baltimore Terrapins
600,FL,BRF,BTT,Brooklyn Tip-Tops
601,FL,BUF,BFL,Buffalo Buffeds
602,FL,CHF,CHH,Chicago Chi-Feds
603,FL,IND,NEW,Indianapolis Hoosiers
604,FL,KCF,KCP,Kansas City Packers
605,FL,PTF,PBS,Pittsburgh Rebels
606,FL,SLF,SLI,St. Louis Terriers
607,NL,BRO,LAD,Brooklyn Robins
608,NL,BSN,ATL,Boston Braves
609,NL,CHN,CHC,Chicago Cubs
610,NL,CIN,CIN,Cincinnati Reds
611,NL,NY1,SFG,New York Giants
612,NL,PHI,PHI,Philadelphia Phillies
613,NL,PIT,PIT,Pittsburgh Pirates
614,NL,SLN,STL,St. Louis Cardinals
615,AL,BOS,BOS,Boston Red Sox
616,AL,CHA,CHW,Chicago White Sox
617,AL,CLE,CLE,Cleveland Indians
618,AL,DET,DET,Detroit Tigers
619,AL,NYA,NYY,New York Yankees
620,AL,PHA,OAK,Philadelphia Athletics
621,AL,SLA,BAL,St. Louis Browns
622,AL,WS1,MIN,Washington Senators
