,yearID,teamID,lgID,playerID
14056,1913,CLE,AL,southbi01
14066,1913,DET,AL,cobbty01
14068,1913,DET,AL,crawfsa01
14119,1913,NY1,NL,marquru01
14120,1913,NY1,NL,mathech01
14139,1913,NYA,AL,chancfr01
14163,1913,NYA,AL,mckecbi01
14180,1913,PHA,AL,bakerfr01
14182,1913,PHA,AL,bendech01
14188,1913,PHA,AL,collied01
14207,1913,PHA,AL,pennohe01
14208,1913,PHA,AL,planked01
14216,1913,PHI,NL,alexape01
14249,1913,PHI,NL,rixeyep01
14258,1913,PIT,NL,careyma01
14259,1913,PIT,NL,clarkfr01
14286,1913,PIT,NL,wagneho01
14325,1913,SLA,AL,wallabo01
14344,1913,SLN,NL,huggimi01
14385,1913,WS1,AL,griffcl01
14391,1913,WS1,AL,johnswa01
14449,1914,BOS,AL,hoopeha01
14458,1914,BOS,AL,ruthba01
14461,1914,BOS,AL,speaktr01
14471,1914,BRF,FL,brownmo01
14527,1914,BRO,NL,stengca01
14529,1914,BRO,NL,wheatza01
14540,1914,BSN,NL,eversjo01
14550,1914,BSN,NL,maranra01
14610,1914,CHA,AL,faberre01
14622,1914,CHA,AL,schalra01
14626,1914,CHA,AL,walshed01
14651,1914,CHF,FL,tinkejo01
14661,1914,CHN,NL,bresnro01
14768,1914,CLE,AL,lajoina01
14790,1914,DET,AL,cobbty01
14792,1914,DET,AL,crawfsa01
14798,1914,DET,AL,heilmha01
14829,1914,IND,FL,mckecbi01
14835,1914,IND,FL,roushed01
14881,1914,NY1,NL,marquru01
14882,1914,NY1,NL,mathech01
14904,1914,NYA,AL,chancfr01
14935,1914,PHA,AL,bakerfr01
14937,1914,PHA,AL,bendech01
14942,1914,PHA,AL,collied01
14961,1914,PHA,AL,pennohe01
14962,1914,PHA,AL,planked01
14974,1914,PHI,NL,alexape01
15002,1914,PHI,NL,rixeyep01
15008,1914,PIT,NL,careyma01
15009,1914,PIT,NL,clarkfr01
15044,1914,PIT,NL,wagneho01
15100,1914,SLA,AL,rickebr01
15108,1914,SLA,AL,wallabo01
15115,1914,SLF,FL,brownmo01
15150,1914,SLN,NL,huggimi01
15182,1914,WS1,AL,griffcl01
15185,1914,WS1,AL,johnswa01
15204,1915,BLF,FL,bendech01
15254,1915,BOS,AL,hoopeha01
15260,1915,BOS,AL,pennohe01
15263,1915,BOS,AL,ruthba01
15267,1915,BOS,AL,speaktr01
15324,1915,BRO,NL,marquru01
15338,1915,BRO,NL,stengca01
15340,1915,BRO,NL,wheatza01
15352,1915,BSN,NL,eversjo01
15362,1915,BSN,NL,maranra01
15411,1915,CHA,AL,collied01
15416,1915,CHA,AL,faberre01
15431,1915,CHA,AL,schalra01
15433,1915,CHA,AL,walshed01
15440,1915,CHF,FL,brownmo01
15458,1915,CHF,FL,tinkejo01
15467,1915,CHN,NL,bresnro01
15560,1915,CLE,AL,southbi01
15573,1915,DET,AL,cobbty01
15575,1915,DET,AL,crawfsa01
15625,1915,NEW,FL,mckecbi01
15634,1915,NEW,FL,roushed01
15658,1915,NY1,NL,kellyge01
15661,1915,NY1,NL,marquru01
15662,1915,NY1,NL,mathech01
15717,1915,NYA,AL,vanceda01
15745,1915,PHA,AL,lajoina01
15758,1915,PHA,AL,pennohe01
15777,1915,PHI,NL,alexape01
15778,1915,PHI,NL,bancrda01
15794,1915,PHI,NL,rixeyep01
15802,1915,PIT,NL,careyma01
15803,1915,PIT,NL,clarkfr01
15829,1915,PIT,NL,vanceda01
15832,1915,PIT,NL,wagneho01
15901,1915,SLA,AL,sislege01
15906,1915,SLA,AL,wallabo01
15928,1915,SLF,FL,planked01
15948,1915,SLN,NL,hornsro01
15949,1915,SLN,NL,huggimi01
15970,1915,WS1,AL,connoto01
15980,1915,WS1,AL,johnswa01
15991,1915,WS1,AL,ricesa01
16008,1916,BOS,AL,hoopeha01
16016,1916,BOS,AL,pennohe01
16017,1916,BOS,AL,ruthba01
16040,1916,BRO,NL,marquru01
16055,1916,BRO,NL,stengca01
16057,1916,BRO,NL,wheatza01
16067,1916,BSN,NL,eversjo01
16074,1916,BSN,NL,maranra01
16088,1916,CHA,AL,collied01
16091,1916,CHA,AL,faberre01
16106,1916,CHA,AL,schalra01
16111,1916,CHA,AL,walshed01
16118,1916,CHN,NL,brownmo01
16152,1916,CHN,NL,tinkejo01
16177,1916,CIN,NL,mathech01
16178,1916,CIN,NL,mckecbi01
16185,1916,CIN,NL,roushed01
16206,1916,CLE,AL,covelst01
16234,1916,CLE,AL,speaktr01
16243,1916,DET,AL,cobbty01
16245,1916,DET,AL,crawfsa01
16257,1916,DET,AL,heilmha01
16285,1916,NY1,NL,kellyge01
16289,1916,NY1,NL,mathech01
16291,1916,NY1,NL,mckecbi01
16299,1916,NY1,NL,roushed01
16311,1916,NYA,AL,bakerfr01
16361,1916,PHA,AL,lajoina01
16395,1916,PHI,NL,alexape01
16396,1916,PHI,NL,bancrda01
16398,1916,PHI,NL,bendech01
16418,1916,PHI,NL,rixeyep01
16429,1916,PIT,NL,careyma01
16440,1916,PIT,NL,grimebu01
16465,1916,PIT,NL,wagneho01
16491,1916,SLA,AL,planked01
16496,1916,SLA,AL,sislege01
16498,1916,SLA,AL,wallabo01
16514,1916,SLN,NL,hornsro01
16515,1916,SLN,NL,huggimi01
16545,1916,WS1,AL,johnswa01
16553,1916,WS1,AL,ricesa01
16571,1917,BOS,AL,hoopeha01
16579,1917,BOS,AL,pennohe01
16580,1917,BOS,AL,ruthba01
16601,1917,BRO,NL,marquru01
16615,1917,BRO,NL,stengca01
16618,1917,BRO,NL,wheatza01
16626,1917,BSN,NL,eversjo01
16634,1917,BSN,NL,maranra01
16651,1917,BSN,NL,walshed01
16656,1917,CHA,AL,collied01
16659,1917,CHA,AL,faberre01
16673,1917,CHA,AL,schalra01
16729,1917,CIN,NL,mckecbi01
16736,1917,CIN,NL,roushed01
16751,1917,CLE,AL,covelst01
16770,1917,CLE,AL,speaktr01
16778,1917,DET,AL,cobbty01
16781,1917,DET,AL,crawfsa01
16790,1917,DET,AL,heilmha01
16814,1917,NY1,NL,kellyge01
16834,1917,NY1,NL,youngro01
16838,1917,NYA,AL,bakerfr01
16915,1917,PHI,NL,alexape01
16916,1917,PHI,NL,bancrda01
16917,1917,PHI,NL,bendech01
16923,1917,PHI,NL,eversjo01
16934,1917,PHI,NL,rixeyep01
16944,1917,PIT,NL,careyma01
16953,1917,PIT,NL,grimebu01
16957,1917,PIT,NL,kellyge01
16973,1917,PIT,NL,wagneho01
17006,1917,SLA,AL,planked01
17013,1917,SLA,AL,sislege01
17030,1917,SLN,NL,hornsro01
17050,1917,SLN,NL,wallabo01
17063,1917,WS1,AL,johnswa01
17072,1917,WS1,AL,ricesa01
17087,1918,BOS,AL,hoopeha01
17098,1918,BOS,AL,ruthba01
17117,1918,BRO,NL,grimebu01
17126,1918,BRO,NL,marquru01
17143,1918,BRO,NL,wheatza01
17161,1918,BSN,NL,maranra01
17183,1918,CHA,AL,collied01
17188,1918,CHA,AL,faberre01
17206,1918,CHA,AL,schalra01
17213,1918,CHN,NL,alexape01
17251,1918,CIN,NL,haineje01
17260,1918,CIN,NL,roushed01
17273,1918,CLE,AL,covelst01
17292,1918,CLE,AL,speaktr01
17303,1918,DET,AL,cobbty01
17319,1918,DET,AL,heilmha01
17321,1918,DET,AL,jennihu01
17346,1918,NY1,NL,hoytwa01
17365,1918,NY1,NL,youngro01
17367,1918,NYA,AL,bakerfr01
17399,1918,NYA,AL,vanceda01
17432,1918,PHI,NL,bancrda01
17463,1918,PIT,NL,careyma01
17479,1918,PIT,NL,mckecbi01
17488,1918,PIT,NL,southbi01
17490,1918,PIT,NL,stengca01
17511,1918,SLA,AL,sislege01
17532,1918,SLN,NL,hornsro01
17551,1918,SLN,NL,wallabo01
17568,1918,WS1,AL,johnswa01
17577,1918,WS1,AL,ricesa01
17589,1919,BOS,AL,hoopeha01
17590,1919,BOS,AL,hoytwa01
17600,1919,BOS,AL,pennohe01
17603,1919,BOS,AL,ruthba01
17619,1919,BRO,NL,grimebu01
17629,1919,BRO,NL,marquru01
17640,1919,BRO,NL,wheatza01
17660,1919,BSN,NL,maranra01
17682,1919,CHA,AL,collied01
17685,1919,CHA,AL,faberre01
17705,1919,CHA,AL,schalra01
17711,1919,CHN,NL,alexape01
17759,1919,CIN,NL,roushed01
17771,1919,CLE,AL,covelst01
17790,1919,CLE,AL,speaktr01
17799,1919,DET,AL,cobbty01
17808,1919,DET,AL,heilmha01
17833,1919,NY1,NL,friscfr01
17838,1919,NY1,NL,kellyge01
17859,1919,NY1,NL,youngro01
17861,1919,NYA,AL,bakerfr01
17943,1919,PHI,NL,bancrda01
17967,1919,PHI,NL,rixeyep01
17983,1919,PIT,NL,careyma01
18000,1919,PIT,NL,southbi01
18001,1919,PIT,NL,stengca01
18031,1919,SLA,AL,sislege01
18051,1919,SLN,NL,hornsro01
18093,1919,WS1,AL,harribu01
18096,1919,WS1,AL,johnswa01
18106,1919,WS1,AL,ricesa01
18130,1920,BOS,AL,hoopeha01
18131,1920,BOS,AL,hoytwa01
18141,1920,BOS,AL,pennohe01
18153,1920,BRO,NL,grimebu01
18161,1920,BRO,NL,marquru01
18177,1920,BRO,NL,wheatza01
18191,1920,BSN,NL,maranra01
18209,1920,CHA,AL,collied01
18211,1920,CHA,AL,faberre01
18229,1920,CHA,AL,schalra01
18234,1920,CHN,NL,alexape01
18283,1920,CIN,NL,roushed01
18297,1920,CLE,AL,covelst01
18313,1920,CLE,AL,seweljo01
18315,1920,CLE,AL,speaktr01
18328,1920,DET,AL,cobbty01
18341,1920,DET,AL,heilmha01
18359,1920,NY1,NL,bancrda01
18369,1920,NY1,NL,friscfr01
18377,1920,NY1,NL,kellyge01
18395,1920,NY1,NL,youngro01
18416,1920,NYA,AL,ruthba01
18460,1920,PHI,NL,bancrda01
18478,1920,PHI,NL,rixeyep01
18480,1920,PHI,NL,stengca01
18493,1920,PIT,NL,careyma01
18506,1920,PIT,NL,mckecbi01
18512,1920,PIT,NL,southbi01
18515,1920,PIT,NL,traynpi01
18547,1920,SLA,AL,sislege01
18565,1920,SLN,NL,haineje01
18568,1920,SLN,NL,hornsro01
18606,1920,WS1,AL,harribu01
18609,1920,WS1,AL,johnswa01
18619,1920,WS1,AL,ricesa01
18646,1921,BOS,AL,pennohe01
18663,1921,BRO,NL,grimebu01
18687,1921,BRO,NL,wheatza01
18709,1921,BSN,NL,southbi01
18716,1921,CHA,AL,collied01
18719,1921,CHA,AL,faberre01
18723,1921,CHA,AL,hoopeha01
18740,1921,CHA,AL,schalra01
18748,1921,CHN,NL,alexape01
18803,1921,CIN,NL,marquru01
18807,1921,CIN,NL,rixeyep01
18809,1921,CIN,NL,roushed01
18817,1921,CLE,AL,covelst01
18832,1921,CLE,AL,seweljo01
18837,1921,CLE,AL,speaktr01
18851,1921,DET,AL,cobbty01
18858,1921,DET,AL,heilmha01
18878,1921,NY1,NL,bancrda01
18888,1921,NY1,NL,friscfr01
18894,1921,NY1,NL,kellyge01
18911,1921,NY1,NL,stengca01
18914,1921,NY1,NL,youngro01
18916,1921,NYA,AL,bakerfr01
18926,1921,NYA,AL,hoytwa01
18938,1921,NYA,AL,ruthba01
19007,1921,PHI,NL,stengca01
19020,1921,PIT,NL,careyma01
19024,1921,PIT,NL,cuyleki01
19030,1921,PIT,NL,maranra01
19041,1921,PIT,NL,traynpi01
19074,1921,SLA,AL,sislege01
19091,1921,SLN,NL,haineje01
19093,1921,SLN,NL,hornsro01
19129,1921,WS1,AL,gosligo01
19130,1921,WS1,AL,harribu01
19131,1921,WS1,AL,johnswa01
19143,1921,WS1,AL,ricesa01
19171,1922,BOS,AL,pennohe01
19188,1922,BRO,NL,grimebu01
19208,1922,BRO,NL,vanceda01
19210,1922,BRO,NL,wheatza01
19229,1922,BSN,NL,marquru01
19242,1922,BSN,NL,southbi01
19250,1922,CHA,AL,collied01
19255,1922,CHA,AL,eversjo01
19256,1922,CHA,AL,faberre01
19260,1922,CHA,AL,hoopeha01
19274,1922,CHA,AL,schalra01
19283,1922,CHN,NL,alexape01
19297,1922,CHN,NL,hartnga01
19336,1922,CIN,NL,rixeyep01
19337,1922,CIN,NL,roushed01
19346,1922,CLE,AL,covelst01
19373,1922,CLE,AL,seweljo01
19380,1922,CLE,AL,speaktr01
19390,1922,DET,AL,cobbty01
19399,1922,DET,AL,heilmha01
19414,1922,NY1,NL,bancrda01
19425,1922,NY1,NL,friscfr01
19430,1922,NY1,NL,jackstr01
19433,1922,NY1,NL,kellyge01
19448,1922,NY1,NL,stengca01
19450,1922,NY1,NL,youngro01
19451,1922,NYA,AL,bakerfr01
19457,1922,NYA,AL,hoytwa01
19469,1922,NYA,AL,ruthba01
19540,1922,PIT,NL,careyma01
19543,1922,PIT,NL,cuyleki01
19553,1922,PIT,NL,maranra01
19566,1922,PIT,NL,traynpi01
19591,1922,SLA,AL,sislege01
19601,1922,SLN,NL,bottoji01
19610,1922,SLN,NL,haineje01
19612,1922,SLN,NL,hornsro01
19642,1922,WS1,AL,gosligo01
19643,1922,WS1,AL,harribu01
19644,1922,WS1,AL,johnswa01
19655,1922,WS1,AL,ricesa01
19706,1923,BRO,NL,grimebu01
19725,1923,BRO,NL,vanceda01
19726,1923,BRO,NL,wheatza01
19746,1923,BSN,NL,marquru01
19758,1923,BSN,NL,southbi01
19766,1923,CHA,AL,collied01
19775,1923,CHA,AL,faberre01
19780,1923,CHA,AL,hoopeha01
19784,1923,CHA,AL,lyonste01
19791,1923,CHA,AL,schalra01
19800,1923,CHN,NL,alexape01
19813,1923,CHN,NL,hartnga01
19855,1923,CIN,NL,rixeyep01
19856,1923,CIN,NL,roushed01
19865,1923,CLE,AL,covelst01
19883,1923,CLE,AL,seweljo01
19888,1923,CLE,AL,speaktr01
19900,1923,DET,AL,cobbty01
19909,1923,DET,AL,heilmha01
19915,1923,DET,AL,manushe01
19925,1923,NY1,NL,bancrda01
19931,1923,NY1,NL,friscfr01
19937,1923,NY1,NL,jackstr01
19940,1923,NY1,NL,kellyge01
19953,1923,NY1,NL,stengca01
19954,1923,NY1,NL,terrybi01
19957,1923,NY1,NL,wilsoha01
19958,1923,NY1,NL,youngro01
19963,1923,NYA,AL,gehrilo01
19967,1923,NYA,AL,hoytwa01
19973,1923,NYA,AL,pennohe01
19977,1923,NYA,AL,ruthba01
20061,1923,PIT,NL,careyma01
20064,1923,PIT,NL,cuyleki01
20072,1923,PIT,NL,maranra01
20084,1923,PIT,NL,traynpi01
20122,1923,SLN,NL,bottoji01
20130,1923,SLN,NL,haineje01
20131,1923,SLN,NL,hornsro01
20163,1923,WS1,AL,gosligo01
20165,1923,WS1,AL,harribu01
20167,1923,WS1,AL,johnswa01
20181,1923,WS1,AL,ricesa01
20217,1924,BOS,AL,ruffire01
20237,1924,BRO,NL,grimebu01
20256,1924,BRO,NL,vanceda01
20257,1924,BRO,NL,wheatza01
20260,1924,BSN,NL,bancrda01
20280,1924,BSN,NL,marquru01
20293,1924,BSN,NL,stengca01
20306,1924,CHA,AL,collied01
20316,1924,CHA,AL,faberre01
20321,1924,CHA,AL,hoopeha01
20325,1924,CHA,AL,lyonste01
20333,1924,CHA,AL,schalra01
20342,1924,CHN,NL,alexape01
20355,1924,CHN,NL,hartnga01
20397,1924,CIN,NL,rixeyep01
20398,1924,CIN,NL,roushed01
20409,1924,CLE,AL,covelst01
20433,1924,CLE,AL,seweljo01
20437,1924,CLE,AL,speaktr01
20451,1924,DET,AL,cobbty01
20456,1924,DET,AL,gehrich01
20458,1924,DET,AL,heilmha01
20467,1924,DET,AL,manushe01
20484,1924,NY1,NL,friscfr01
20491,1924,NY1,NL,jackstr01
20493,1924,NY1,NL,kellyge01
20494,1924,NY1,NL,lindsfr01
20503,1924,NY1,NL,southbi01
20504,1924,NY1,NL,terrybi01
20506,1924,NY1,NL,wilsoha01
20507,1924,NY1,NL,youngro01
20512,1924,NYA,AL,combsea01
20515,1924,NYA,AL,gehrilo01
20520,1924,NYA,AL,hoytwa01
20528,1924,NYA,AL,pennohe01
20532,1924,NYA,AL,ruthba01
20564,1924,PHA,AL,simmoal01
20606,1924,PIT,NL,careyma01
20608,1924,PIT,NL,cuyleki01
20615,1924,PIT,NL,maranra01
20629,1924,PIT,NL,traynpi01
20659,1924,SLA,AL,sislege01
20669,1924,SLN,NL,bottoji01
20684,1924,SLN,NL,hafeych01
20685,1924,SLN,NL,haineje01
20687,1924,SLN,NL,hornsro01
20711,1924,WS1,AL,gosligo01
20714,1924,WS1,AL,harribu01
20715,1924,WS1,AL,johnswa01
20729,1924,WS1,AL,ricesa01
20772,1925,BOS,AL,ruffire01
20796,1925,BRO,NL,grimebu01
20815,1925,BRO,NL,vanceda01
20816,1925,BRO,NL,wheatza01
20818,1925,BSN,NL,bancrda01
20839,1925,BSN,NL,marquru01
20850,1925,BSN,NL,stengca01
20858,1925,CHA,AL,bendech01
20862,1925,CHA,AL,collied01
20869,1925,CHA,AL,faberre01
20874,1925,CHA,AL,hoopeha01
20878,1925,CHA,AL,lyonste01
20885,1925,CHA,AL,schalra01
20890,1925,CHN,NL,alexape01
20905,1925,CHN,NL,hartnga01
20914,1925,CHN,NL,maranra01
20954,1925,CIN,NL,rixeyep01
20955,1925,CIN,NL,roushed01
20985,1925,CLE,AL,seweljo01
20989,1925,CLE,AL,speaktr01
21003,1925,DET,AL,cobbty01
21009,1925,DET,AL,gehrich01
21012,1925,DET,AL,heilmha01
21017,1925,DET,AL,manushe01
21039,1925,NY1,NL,friscfr01
21045,1925,NY1,NL,jackstr01
21046,1925,NY1,NL,kellyge01
21048,1925,NY1,NL,lindsfr01
21056,1925,NY1,NL,southbi01
21057,1925,NY1,NL,terrybi01
21060,1925,NY1,NL,wilsoha01
21062,1925,NY1,NL,youngro01
21067,1925,NYA,AL,combsea01
21069,1925,NYA,AL,durocle01
21072,1925,NYA,AL,gehrilo01
21074,1925,NYA,AL,hoytwa01
21086,1925,NYA,AL,pennohe01
21088,1925,NYA,AL,ruthba01
21104,1925,PHA,AL,cochrmi01
21107,1925,PHA,AL,foxxji01
21113,1925,PHA,AL,grovele01
21126,1925,PHA,AL,simmoal01
21171,1925,PIT,NL,careyma01
21173,1925,PIT,NL,cuyleki01
21192,1925,PIT,NL,traynpi01
21217,1925,SLA,AL,sislege01
21226,1925,SLN,NL,bottoji01
21236,1925,SLN,NL,hafeych01
21237,1925,SLN,NL,haineje01
21240,1925,SLN,NL,hornsro01
21262,1925,WS1,AL,covelst01
21264,1925,WS1,AL,gosligo01
21267,1925,WS1,AL,harribu01
21270,1925,WS1,AL,johnswa01
21285,1925,WS1,AL,ricesa01
21326,1926,BOS,AL,ruffire01
21341,1926,BRO,NL,careyma01
21350,1926,BRO,NL,grimebu01
21354,1926,BRO,NL,maranra01
21364,1926,BRO,NL,vanceda01
21365,1926,BRO,NL,wheatza01
21368,1926,BSN,NL,bancrda01
21403,1926,CHA,AL,collied01
21408,1926,CHA,AL,faberre01
21416,1926,CHA,AL,lyonste01
21422,1926,CHA,AL,schalra01
21430,1926,CHN,NL,alexape01
21442,1926,CHN,NL,hartnga01
21460,1926,CHN,NL,wilsoha01
21486,1926,CIN,NL,rixeyep01
21487,1926,CIN,NL,roushed01
21513,1926,CLE,AL,seweljo01
21517,1926,CLE,AL,speaktr01
21526,1926,DET,AL,cobbty01
21532,1926,DET,AL,gehrich01
21535,1926,DET,AL,heilmha01
21540,1926,DET,AL,manushe01
21564,1926,NY1,NL,friscfr01
21569,1926,NY1,NL,jackstr01
21571,1926,NY1,NL,kellyge01
21572,1926,NY1,NL,lindsfr01
21580,1926,NY1,NL,ottme01
21589,1926,NY1,NL,southbi01
21590,1926,NY1,NL,terrybi01
21594,1926,NY1,NL,youngro01
21602,1926,NYA,AL,combsea01
21607,1926,NYA,AL,gehrilo01
21608,1926,NYA,AL,hoytwa01
21612,1926,NYA,AL,lazzeto01
21617,1926,NYA,AL,pennohe01
21619,1926,NYA,AL,ruthba01
21629,1926,PHA,AL,cochrmi01
21633,1926,PHA,AL,foxxji01
21637,1926,PHA,AL,grovele01
21652,1926,PHA,AL,simmoal01
21701,1926,PIT,NL,careyma01
21703,1926,PIT,NL,cronijo01
21705,1926,PIT,NL,cuyleki01
21726,1926,PIT,NL,traynpi01
21727,1926,PIT,NL,wanerpa01
21753,1926,SLA,AL,sislege01
21758,1926,SLN,NL,alexape01
21762,1926,SLN,NL,bottoji01
21767,1926,SLN,NL,hafeych01
21768,1926,SLN,NL,haineje01
21771,1926,SLN,NL,hornsro01
21783,1926,SLN,NL,southbi01
21790,1926,WS1,AL,covelst01
21794,1926,WS1,AL,gosligo01
21796,1926,WS1,AL,harribu01
21799,1926,WS1,AL,johnswa01
21813,1926,WS1,AL,ricesa01
21847,1927,BOS,AL,ruffire01
21864,1927,BRO,NL,careyma01
21890,1927,BRO,NL,vanceda01
21891,1927,BSN,NL,bancrda01
21939,1927,CHA,AL,faberre01
21945,1927,CHA,AL,lyonste01
21953,1927,CHA,AL,schalra01
21975,1927,CHN,NL,hartnga01
21992,1927,CHN,NL,wilsoha01
22004,1927,CIN,NL,kellyge01
22016,1927,CIN,NL,rixeyep01
22051,1927,CLE,AL,seweljo01
22068,1927,DET,AL,gehrich01
22071,1927,DET,AL,heilmha01
22075,1927,DET,AL,manushe01
22104,1927,NY1,NL,grimebu01
22109,1927,NY1,NL,hornsro01
22110,1927,NY1,NL,jackstr01
22115,1927,NY1,NL,lindsfr01
22120,1927,NY1,NL,ottme01
22124,1927,NY1,NL,roushed01
22128,1927,NY1,NL,terrybi01
22136,1927,NYA,AL,combsea01
22140,1927,NYA,AL,gehrilo01
22143,1927,NYA,AL,hoytwa01
22145,1927,NYA,AL,lazzeto01
22150,1927,NYA,AL,pennohe01
22153,1927,NYA,AL,ruthba01
22164,1927,PHA,AL,cobbty01
22165,1927,PHA,AL,cochrmi01
22166,1927,PHA,AL,collied01
22169,1927,PHA,AL,foxxji01
22173,1927,PHA,AL,grovele01
22186,1927,PHA,AL,simmoal01
22189,1927,PHA,AL,wheatza01
22232,1927,PIT,NL,cronijo01
22233,1927,PIT,NL,cuyleki01
22254,1927,PIT,NL,traynpi01
22255,1927,PIT,NL,wanerll01
22256,1927,PIT,NL,wanerpa01
22281,1927,SLA,AL,sislege01
22289,1927,SLN,NL,alexape01
22293,1927,SLN,NL,bottoji01
22298,1927,SLN,NL,friscfr01
22299,1927,SLN,NL,hafeych01
22300,1927,SLN,NL,haineje01
22306,1927,SLN,NL,maranra01
22320,1927,SLN,NL,southbi01
22330,1927,WS1,AL,covelst01
22336,1927,WS1,AL,gosligo01
22338,1927,WS1,AL,harribu01
22341,1927,WS1,AL,johnswa01
22353,1927,WS1,AL,ricesa01
22356,1927,WS1,AL,speaktr01
22385,1928,BOS,AL,ruffire01
22399,1928,BRO,NL,bancrda01
22402,1928,BRO,NL,careyma01
22418,1928,BRO,NL,lopezal01
22427,1928,BRO,NL,vanceda01
22453,1928,BSN,NL,hornsro01
22462,1928,BSN,NL,sislege01
22483,1928,CHA,AL,faberre01
22489,1928,CHA,AL,lyonste01
22497,1928,CHA,AL,schalra01
22510,1928,CHN,NL,cuyleki01
22514,1928,CHN,NL,hartnga01
22531,1928,CHN,NL,wilsoha01
22545,1928,CIN,NL,kellyge01
22556,1928,CIN,NL,rixeyep01
22595,1928,CLE,AL,seweljo01
22610,1928,DET,AL,gehrich01
22613,1928,DET,AL,heilmha01
22650,1928,NY1,NL,hubbeca01
22651,1928,NY1,NL,jackstr01
22653,1928,NY1,NL,lindsfr01
22659,1928,NY1,NL,ottme01
22662,1928,NY1,NL,roushed01
22665,1928,NY1,NL,terrybi01
22674,1928,NYA,AL,combsea01
22675,1928,NYA,AL,covelst01
22676,1928,NYA,AL,dickebi01
22678,1928,NYA,AL,durocle01
22681,1928,NYA,AL,gehrilo01
22684,1928,NYA,AL,hoytwa01
22687,1928,NYA,AL,lazzeto01
22691,1928,NYA,AL,pennohe01
22694,1928,NYA,AL,ruthba01
22703,1928,PHA,AL,cobbty01
22704,1928,PHA,AL,cochrmi01
22705,1928,PHA,AL,collied01
22710,1928,PHA,AL,foxxji01
22712,1928,PHA,AL,grovele01
22725,1928,PHA,AL,simmoal01
22726,1928,PHA,AL,speaktr01
22740,1928,PHI,NL,kleinch01
22777,1928,PIT,NL,grimebu01
22793,1928,PIT,NL,traynpi01
22795,1928,PIT,NL,wanerll01
22796,1928,PIT,NL,wanerpa01
22812,1928,SLA,AL,manushe01
22830,1928,SLN,NL,alexape01
22832,1928,SLN,NL,bottoji01
22836,1928,SLN,NL,friscfr01
22837,1928,SLN,NL,hafeych01
22839,1928,SLN,NL,haineje01
22847,1928,SLN,NL,maranra01
22869,1928,WS1,AL,cronijo01
22874,1928,WS1,AL,gosligo01
22876,1928,WS1,AL,harribu01
22885,1928,WS1,AL,ricesa01
22887,1928,WS1,AL,sislege01
22920,1929,BOS,AL,ruffire01
22930,1929,BRO,NL,bancrda01
22935,1929,BRO,NL,careyma01
22961,1929,BRO,NL,vanceda01
22980,1929,BSN,NL,eversjo01
22991,1929,BSN,NL,maranra01
22998,1929,BSN,NL,sislege01
23020,1929,CHA,AL,faberre01
23026,1929,CHA,AL,lyonste01
23046,1929,CHN,NL,cuyleki01
23053,1929,CHN,NL,hartnga01
23056,1929,CHN,NL,hornsro01
23070,1929,CHN,NL,wilsoha01
23084,1929,CIN,NL,kellyge01
23093,1929,CIN,NL,rixeyep01
23102,1929,CLE,AL,averiea01
23125,1929,CLE,AL,seweljo01
23137,1929,DET,AL,gehrich01
23140,1929,DET,AL,harribu01
23142,1929,DET,AL,heilmha01
23176,1929,NY1,NL,hubbeca01
23177,1929,NY1,NL,jackstr01
23183,1929,NY1,NL,lindsfr01
23188,1929,NY1,NL,ottme01
23191,1929,NY1,NL,roushed01
23192,1929,NY1,NL,schalra01
23195,1929,NY1,NL,terrybi01
23202,1929,NYA,AL,combsea01
23203,1929,NYA,AL,dickebi01
23204,1929,NYA,AL,durocle01
23207,1929,NYA,AL,gehrilo01
23210,1929,NYA,AL,hoytwa01
23215,1929,NYA,AL,lazzeto01
23220,1929,NYA,AL,pennohe01
23224,1929,NYA,AL,ruthba01
23234,1929,PHA,AL,cochrmi01
23235,1929,PHA,AL,collied01
23241,1929,PHA,AL,foxxji01
23243,1929,PHA,AL,grovele01
23258,1929,PHA,AL,simmoal01
23272,1929,PHI,NL,kleinch01
23306,1929,PIT,NL,grimebu01
23324,1929,PIT,NL,traynpi01
23325,1929,PIT,NL,wanerll01
23326,1929,PIT,NL,wanerpa01
23339,1929,SLA,AL,ferreri01
23346,1929,SLA,AL,manushe01
23358,1929,SLN,NL,alexape01
23360,1929,SLN,NL,bottoji01
23366,1929,SLN,NL,friscfr01
23370,1929,SLN,NL,hafeych01
23372,1929,SLN,NL,haineje01
23388,1929,SLN,NL,southbi01
23399,1929,WS1,AL,cronijo01
23403,1929,WS1,AL,gosligo01
23415,1929,WS1,AL,ricesa01
23447,1930,BOS,AL,ruffire01
23474,1930,BRO,NL,lopezal01
23485,1930,BRO,NL,vanceda01
23501,1930,BSN,NL,grimebu01
23506,1930,BSN,NL,maranra01
23515,1930,BSN,NL,sislege01
23520,1930,CHA,AL,applilu01
23531,1930,CHA,AL,faberre01
23542,1930,CHA,AL,lyonste01
23566,1930,CHN,NL,cuyleki01
23570,1930,CHN,NL,hartnga01
23572,1930,CHN,NL,hornsro01
23573,1930,CHN,NL,kellyge01
23588,1930,CHN,NL,wilsoha01
23601,1930,CIN,NL,durocle01
23606,1930,CIN,NL,heilmha01
23608,1930,CIN,NL,kellyge01
23615,1930,CIN,NL,rixeyep01
23623,1930,CLE,AL,averiea01
23649,1930,CLE,AL,seweljo01
